fixture	sheet	target	kind	leg	reads	bytes	result
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	B1:B50	cells	C-fix+gate	reads=20	bytes=14527	Ok([SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(2), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(5), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(6), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(7), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(8), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(9), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(10), column: Column(1) }, cell: Value(Text("Номер по по- рядку")) }, SourceCell { address: Cell { row: Row(11), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(12), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(13), column: Column(1) }, cell: Value(Number(Number("1"))) }, SourceCell { address: Cell { row: Row(14), column: Column(1) }, cell: Value(Number(Number("2"))) }, SourceCell { address: Cell { row: Row(15), column: Column(1) }, cell: Value(Number(Number("3"))) }, SourceCell { address: Cell { row: Row(16), column: Column(1) }, cell: Value(Number(Number("4"))) }, SourceCell { address: Cell { row: Row(17), column: Column(1) }, cell: Value(Number(Number("5"))) }, SourceCell { address: Cell { row: Row(18), column: Column(1) }, cell: Value(Number(Number("6"))) }, SourceCell { address: Cell { row: Row(19), column: Column(1) }, cell: Value(Number(Number("7"))) }, SourceCell { address: Cell { row: Row(20), column: Column(1) }, cell: Value(Number(Number("8"))) }, SourceCell { address: Cell { row: Row(21), column: Column(1) }, cell: Value(Number(Number("9"))) }, SourceCell { address: Cell { row: Row(22), column: Column(1) }, cell: Value(Number(Number("10"))) }, SourceCell { address: Cell { row: Row(23), column: Column(1) }, cell: Value(Number(Number("11"))) }, SourceCell { address: Cell { row: Row(24), column: Column(1) }, cell: Value(Number(Number("12"))) }, SourceCell { address: Cell { row: Row(25), column: Column(1) }, cell: Value(Number(Number("13"))) }, SourceCell { address: Cell { row: Row(26), column: Column(1) }, cell: Value(Number(Number("14"))) }, SourceCell { address: Cell { row: Row(27), column: Column(1) }, cell: Value(Number(Number("15"))) }, SourceCell { address: Cell { row: Row(28), column: Column(1) }, cell: Value(Number(Number("16"))) }, SourceCell { address: Cell { row: Row(29), column: Column(1) }, cell: Value(Number(Number("17"))) }, SourceCell { address: Cell { row: Row(30), column: Column(1) }, cell: Value(Number(Number("18"))) }, SourceCell { address: Cell { row: Row(31), column: Column(1) }, cell: Value(Number(Number("19"))) }, SourceCell { address: Cell { row: Row(32), column: Column(1) }, cell: Value(Number(Number("20"))) }, SourceCell { address: Cell { row: Row(33), column: Column(1) }, cell: Value(Number(Number("21"))) }, SourceCell { address: Cell { row: Row(34), column: Column(1) }, cell: Value(Number(Number("22"))) }, SourceCell { address: Cell { row: Row(35), column: Column(1) }, cell: Value(Number(Number("23"))) }, SourceCell { address: Cell { row: Row(36), column: Column(1) }, cell: Value(Number(Number("24"))) }, SourceCell { address: Cell { row: Row(37), column: Column(1) }, cell: Value(Number(Number("25"))) }, SourceCell { address: Cell { row: Row(38), column: Column(1) }, cell: Value(Number(Number("26"))) }, SourceCell { address: Cell { row: Row(39), column: Column(1) }, cell: Value(Number(Number("27"))) }, SourceCell { address: Cell { row: Row(40), column: Column(1) }, cell: Value(Number(Number("28"))) }, SourceCell { address: Cell { row: Row(41), column: Column(1) }, cell: Value(Number(Number("29"))) }])
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	B2	cell	A-base	reads=11	bytes=5504	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	B2	cell	B-fix	reads=20	bytes=14527	Ok(Stored(Empty))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	B2	cell	C-fix+gate	reads=20	bytes=14527	Ok(Stored(Empty))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	BA50	cell	A-base	reads=11	bytes=5504	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	BA50	cell	B-fix	reads=20	bytes=14527	Ok(Missing)
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	BA50	cell	C-fix+gate	reads=20	bytes=14527	Ok(Missing)
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	C3	cell	A-base	reads=11	bytes=5504	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	C3	cell	B-fix	reads=20	bytes=14527	Ok(Covered(Rect { start: Cell { row: Row(2), column: Column(0) }, end_row: 3, end_column: 4 }))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	C3	cell	C-fix+gate	reads=20	bytes=14527	Ok(Covered(Rect { start: Cell { row: Row(2), column: Column(0) }, end_row: 3, end_column: 4 }))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	D4	cell	A-base	reads=11	bytes=5504	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	D4	cell	B-fix	reads=20	bytes=14527	Ok(Stored(Empty))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	D4	cell	C-fix+gate	reads=20	bytes=14527	Ok(Stored(Empty))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	E5	cell	A-base	reads=11	bytes=5504	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	E5	cell	B-fix	reads=20	bytes=14527	Ok(Stored(Empty))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	E5	cell	C-fix+gate	reads=20	bytes=14527	Ok(Stored(Empty))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	H680	cell	A-base	reads=11	bytes=5504	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	H680	cell	B-fix	reads=20	bytes=14527	Ok(Missing)
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	H680	cell	C-fix+gate	reads=20	bytes=14527	Ok(Missing)
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	M29	cell	A-base	reads=11	bytes=5504	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	M29	cell	B-fix	reads=20	bytes=14527	Ok(Stored(Value(Text("12"))))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	M29	cell	C-fix+gate	reads=20	bytes=14527	Ok(Stored(Value(Text("12"))))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	Z100	cell	A-base	reads=11	bytes=5504	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	Z100	cell	B-fix	reads=20	bytes=14527	Ok(Missing)
test-data/ooxml/xlsx/sheet-state-show.xlsx	стр2	Z100	cell	C-fix+gate	reads=20	bytes=14527	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A1	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A1	cell	B-fix	reads=21	bytes=7096	Ok(Stored(Empty))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A1	cell	C-fix+gate	reads=21	bytes=7096	Ok(Stored(Empty))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A1:E5	cells	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A1:E5	cells	B-fix	reads=21	bytes=7096	Ok([SourceCell { address: Cell { row: Row(0), column: Column(0) }, cell: Empty }, SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(0), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(0) }, cell: Value(Text("사이버서당 무상 콘텐츠 이용 신청서")) }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(0) }, cell: Value(Text("1. 센터명")) }, SourceCell { address: Cell { row: Row(3), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(0) }, cell: Value(Text("2. 주소지")) }, SourceCell { address: Cell { row: Row(4), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(2) }, cell: Empty }])
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A1:E5	cells	C-fix+gate	reads=21	bytes=7096	Ok([SourceCell { address: Cell { row: Row(0), column: Column(0) }, cell: Empty }, SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(0), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(0) }, cell: Value(Text("사이버서당 무상 콘텐츠 이용 신청서")) }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(0) }, cell: Value(Text("1. 센터명")) }, SourceCell { address: Cell { row: Row(3), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(2) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(0) }, cell: Value(Text("2. 주소지")) }, SourceCell { address: Cell { row: Row(4), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(2) }, cell: Empty }])
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A2	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A2	cell	B-fix	reads=21	bytes=7096	Ok(Stored(Value(Text("사이버서당 무상 콘텐츠 이용 신청서"))))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	A2	cell	C-fix+gate	reads=21	bytes=7096	Ok(Stored(Value(Text("사이버서당 무상 콘텐츠 이용 신청서"))))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	AA1	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	AA1	cell	B-fix	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	AA1	cell	C-fix+gate	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B1	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B1	cell	B-fix	reads=21	bytes=7096	Ok(Covered(Rect { start: Cell { row: Row(0), column: Column(0) }, end_row: 1, end_column: 3 }))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B1	cell	C-fix+gate	reads=21	bytes=7096	Ok(Covered(Rect { start: Cell { row: Row(0), column: Column(0) }, end_row: 1, end_column: 3 }))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B1:B50	cells	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B1:B50	cells	B-fix	reads=21	bytes=7096	Ok([SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(5), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(6), column: Column(1) }, cell: Value(Text("성명")) }, SourceCell { address: Cell { row: Row(7), column: Column(1) }, cell: Value(Text("전화번호")) }, SourceCell { address: Cell { row: Row(8), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(9), column: Column(1) }, cell: Value(Text("IP대역")) }, SourceCell { address: Cell { row: Row(10), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(11), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(12), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(13), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(14), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(15), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(16), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(17), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(18), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(19), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(20), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(21), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(22), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(23), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(24), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(26), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(27), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(31), column: Column(1) }, cell: Value(Text("○○○시군구 드림스타트 센터(직인/관인)")) }, SourceCell { address: Cell { row: Row(33), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(35), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(36), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(37), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(38), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(39), column: Column(1) }, cell: Empty }])
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B1:B50	cells	C-fix+gate	reads=21	bytes=7096	Ok([SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(3), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(4), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(5), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(6), column: Column(1) }, cell: Value(Text("성명")) }, SourceCell { address: Cell { row: Row(7), column: Column(1) }, cell: Value(Text("전화번호")) }, SourceCell { address: Cell { row: Row(8), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(9), column: Column(1) }, cell: Value(Text("IP대역")) }, SourceCell { address: Cell { row: Row(10), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(11), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(12), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(13), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(14), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(15), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(16), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(17), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(18), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(19), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(20), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(21), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(22), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(23), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(24), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(26), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(27), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(31), column: Column(1) }, cell: Value(Text("○○○시군구 드림스타트 센터(직인/관인)")) }, SourceCell { address: Cell { row: Row(33), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(35), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(36), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(37), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(38), column: Column(1) }, cell: Empty }, SourceCell { address: Cell { row: Row(39), column: Column(1) }, cell: Empty }])
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B2	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B2	cell	B-fix	reads=21	bytes=7096	Ok(Covered(Rect { start: Cell { row: Row(1), column: Column(0) }, end_row: 2, end_column: 3 }))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	B2	cell	C-fix+gate	reads=21	bytes=7096	Ok(Covered(Rect { start: Cell { row: Row(1), column: Column(0) }, end_row: 2, end_column: 3 }))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	BA50	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	BA50	cell	B-fix	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	BA50	cell	C-fix+gate	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	C3	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	C3	cell	B-fix	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	C3	cell	C-fix+gate	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	D4	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	D4	cell	B-fix	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	D4	cell	C-fix+gate	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	E5	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	E5	cell	B-fix	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	E5	cell	C-fix+gate	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	H680	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	H680	cell	B-fix	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	H680	cell	C-fix+gate	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	M29	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	M29	cell	B-fix	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	M29	cell	C-fix+gate	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	Z100	cell	A-base	reads=12	bytes=2079	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	Z100	cell	B-fix	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/style-alternate-content.xlsx	Sheet2	Z100	cell	C-fix+gate	reads=21	bytes=7096	Ok(Missing)
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A1	cell	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A1	cell	B-fix	reads=23	bytes=3153	Ok(Stored(Value(Number(Number("1")))))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A1	cell	C-fix+gate	reads=23	bytes=3153	Ok(Stored(Value(Number(Number("1")))))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A1:E5	cells	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A1:E5	cells	B-fix	reads=23	bytes=3153	Ok([SourceCell { address: Cell { row: Row(0), column: Column(0) }, cell: Value(Number(Number("1"))) }, SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Value(Text("String1")) }, SourceCell { address: Cell { row: Row(0), column: Column(2) }, cell: Formula(Formula { text: "2*3", kind: Scalar, cached: Some(Cache { value: Number(Number("6")), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(1), column: Column(0) }, cell: Value(Number(Number("2"))) }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Value(Text("String2")) }, SourceCell { address: Cell { row: Row(1), column: Column(2) }, cell: Formula(Formula { text: "2+3", kind: Scalar, cached: Some(Cache { value: Number(Number("5")), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(2), column: Column(2) }, cell: Formula(Formula { text: "2-3", kind: Scalar, cached: Some(Cache { value: Number(Number("-1")), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(3), column: Column(2) }, cell: Formula(Formula { text: "C1+C2", kind: Scalar, cached: Some(Cache { value: Number(Number("11")), origin: Stored, freshness: Unknown }) }) }])
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A1:E5	cells	C-fix+gate	reads=23	bytes=3153	Ok([SourceCell { address: Cell { row: Row(0), column: Column(0) }, cell: Value(Number(Number("1"))) }, SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Value(Text("String1")) }, SourceCell { address: Cell { row: Row(0), column: Column(2) }, cell: Formula(Formula { text: "2*3", kind: Scalar, cached: Some(Cache { value: Number(Number("6")), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(1), column: Column(0) }, cell: Value(Number(Number("2"))) }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Value(Text("String2")) }, SourceCell { address: Cell { row: Row(1), column: Column(2) }, cell: Formula(Formula { text: "2+3", kind: Scalar, cached: Some(Cache { value: Number(Number("5")), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(2), column: Column(2) }, cell: Formula(Formula { text: "2-3", kind: Scalar, cached: Some(Cache { value: Number(Number("-1")), origin: Stored, freshness: Unknown }) }) }, SourceCell { address: Cell { row: Row(3), column: Column(2) }, cell: Formula(Formula { text: "C1+C2", kind: Scalar, cached: Some(Cache { value: Number(Number("11")), origin: Stored, freshness: Unknown }) }) }])
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A2	cell	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A2	cell	B-fix	reads=23	bytes=3153	Ok(Stored(Value(Number(Number("2")))))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	A2	cell	C-fix+gate	reads=23	bytes=3153	Ok(Stored(Value(Number(Number("2")))))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	AA1	cell	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	AA1	cell	B-fix	reads=23	bytes=3153	Ok(Missing)
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	AA1	cell	C-fix+gate	reads=23	bytes=3153	Ok(Missing)
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B1	cell	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B1	cell	B-fix	reads=23	bytes=3153	Ok(Stored(Value(Text("String1"))))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B1	cell	C-fix+gate	reads=23	bytes=3153	Ok(Stored(Value(Text("String1"))))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B1:B50	cells	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B1:B50	cells	B-fix	reads=23	bytes=3153	Ok([SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Value(Text("String1")) }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Value(Text("String2")) }])
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B1:B50	cells	C-fix+gate	reads=23	bytes=3153	Ok([SourceCell { address: Cell { row: Row(0), column: Column(1) }, cell: Value(Text("String1")) }, SourceCell { address: Cell { row: Row(1), column: Column(1) }, cell: Value(Text("String2")) }])
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B2	cell	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B2	cell	B-fix	reads=23	bytes=3153	Ok(Stored(Value(Text("String2"))))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	B2	cell	C-fix+gate	reads=23	bytes=3153	Ok(Stored(Value(Text("String2"))))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	BA50	cell	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	BA50	cell	B-fix	reads=23	bytes=3153	Ok(Missing)
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	BA50	cell	C-fix+gate	reads=23	bytes=3153	Ok(Missing)
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	C3	cell	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	C3	cell	B-fix	reads=23	bytes=3153	Ok(Stored(Formula(Formula { text: "2-3", kind: Scalar, cached: Some(Cache { value: Number(Number("-1")), origin: Stored, freshness: Unknown }) })))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	C3	cell	C-fix+gate	reads=23	bytes=3153	Ok(Stored(Formula(Formula { text: "2-3", kind: Scalar, cached: Some(Cache { value: Number(Number("-1")), origin: Stored, freshness: Unknown }) })))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	D4	cell	A-base	reads=11	bytes=1221	Err(Invalid("worksheet mergeCells appears before sheetData"))
test-data/ooxml/xlsx/universal-content.xlsx	Sheet1	D4	cell	B-fix	reads=23	bytes=3153	Ok(Missing)
